transaction_number,amount,item
5012,2,Americano Iced
5013,1,V60
5014,1,Latte Hot
5015,1,Americano Iced
5018,1,Latte Iced
5019,1,Flat White Hot
5019,1,Latte Iced
5021,1,Cappucino Iced
5021,1,Cake Of The Day
5023,1,Latte Iced
5024,1,V60
5026,1,Latte Hot
5026,1,Latte Hot
5027,1,Cappucino Hot
5028,1,Longblack Hot
5028,1,Cake Of The Day
5028,1,PiccoloHot
5029,1,Cake Of The Day
5029,1,Pain Au Chocolat
5031,1,Latte Iced
5031,1,Cappucino Iced
5031,1,Decaf Coffee
5032,1,Cappucino Iced
5032,1,Almond Croisant
5033,2,Americano Iced
5034,1,Cake Of The Day
5036,1,Cappucino Hot
5038,1,Cappucino Hot
5038,1,Cake Of The Day
5040,1,Cappucino Iced
5040,1,Almond Croisant
5041,1,Latte Hot
5041,1,Cake Of The Day
5043,2,Almond Croisant
5044,1,Cake Of The Day
5046,1,Latte Iced
5047,2,Latte Iced
5047,1,Longblack Iced
5047,1,V60
5048,1,Latte Iced
5048,1,Americano Hot
5050,1,Latte Hot
5052,1,Cake Of The Day
5052,1,Pistachio Croissant
5052,1,Kuign-amann
5052,1,Latte Iced
5054,1,Latte Hot
5055,1,Pain Au Chocolat
5055,1,Latte Iced
5055,1,Cake Of The Day
5057,1,Cake Of The Day
5057,1,V60
5058,1,Cake Of The Day
5058,1,Latte Iced
5058,1,Americano Hot
5059,1,V60
5059,1,V60
5059,1,Americano Hot
5059,1,Latte Iced
5060,1,Mochaccino Iced
5060,1,Almond Croisant
5060,1,Latte Iced
5062,1,Latte Iced
5062,1,Cake Of The Day
5062,1,Cake Of The Day
5062,1,Latte Iced
5062,1,Magic Latte
5063,1,Mochaccino Hot
5065,1,Cake Of The Day
5066,1,Almond Croisant
5067,1,V60
5067,1,Latte Hot
5068,1,Cappucino Hot
5068,1,Cake Of The Day
5069,1,Cake Of The Day
5070,1,Americano Iced
5070,1,Latte Hot
5072,1,Cappucino Hot
5074,1,Cake Of The Day
5074,1,Latte Hot
5074,1,Almond Croisant
5074,1,Plain Croisant
5075,1,Pain Au Chocolat
5076,1,V60
5078,2,Americano Hot
5078,1,Latte Iced
5079,1,V60
5079,1,Pain Au Chocolat
5079,1,Latte Hot
5080,1,Kuign-amann
5080,1,Cake Of The Day
5080,1,Americano Hot
5080,1,Latte Iced
5084,1,Almond Croisant
5084,1,Cake Of The Day
5084,1,Cappucino Iced
5086,1,Latte Iced
5086,1,Plain Croisant
5087,2,LatteIce
5087,1,Cappucino Hot
5087,1,Cold Brew
5087,1,Americano Hot
5087,1,Kuign-amann
5087,2,Cold Brew
5088,1,Plain Croisant
5088,1,Cappucino Hot
5088,1,Cappucino Iced
5089,1,EspressoHot
5089,1,Decaf Coffee
5089,1,Longblack Hot
5090,1,Americano Hot
5090,1,Americano Iced
5090,1,Pain Au Chocolat
5091,1,Latte Iced
5092,1,Latte Iced
5092,1,Pain Au Chocolat
5092,1,Latte Iced
5093,1,Cappucino Hot
5093,1,Cappucino Iced
5096,1,Cappucino Hot
5097,1,Cappucino Hot
5097,1,Matcha cake
5098,1,Latte Iced
5098,1,Latte Hot
5099,1,Latte Hot
5101,1,Tiramisu
5104,1,Americano Hot
5104,2,Americano Iced
5104,1,Plain Croisant
5106,1,Latte Hot
5107,1,Matcha tiramisu
5108,1,Longblack Iced
5110,1,Longblack Hot
5110,1,Pain Au Chocolat
5110,1,Matcha tiramisu
5111,1,Cappucino Hot
5111,1,Almond Croisant
5112,1,Latte Iced
5112,1,Americano Iced
5114,1,Cappucino Hot
5114,1,Almond Croisant
5114,1,Pain Au Chocolat
5115,1,Carrot cake
5115,1,Cappucino Iced
5116,1,V60
5116,1,Tiramisu
5117,1,Latte Iced
5118,1,Latte Hot
5118,1,Decaf Coffee
5119,1,Almond Croisant
5119,1,Matcha cake
5119,1,Cappucino Iced
5121,1,Cappucino Iced
5126,2,Latte Hot
5126,1,Americano Hot
5126,1,V60
5128,1,Tiramisu
5131,1,Flat White Hot
5132,1,Flat White Iced
5133,1,Cappucino Hot
5134,1,Cappucino Hot
5134,1,Tiramisu
5135,1,Latte Iced
5138,2,Americano Iced
5139,2,Flat White Hot
5139,1,Flat White Hot
5139,1,Latte Iced
5140,2,Latte Iced
5140,1,Almond Croisant
5140,1,Pain Au Chocolat
5141,1,Plain Croisant
5142,1,Latte Hot
5142,1,Flat White Iced
5142,1,Tiramisu
5143,1,Latte Hot
5144,1,Americano Iced
5145,1,Latte Iced
5146,1,Cappucino Hot
5147,1,V60
5147,1,V60
5148,1,Latte Iced
5149,1,Latte Iced
5149,2,Almond Croisant
5149,1,Pain Au Chocolat
5153,1,Americano Iced
5155,1,Latte Iced
5157,1,Plain Croisant
5157,1,Mochaccino Hot
5158,1,Cappucino Hot
5158,1,Cappucino Hot
5160,1,Latte Iced
5160,1,Cappucino Iced
5160,1,Latte Iced
5160,1,Latte Iced
5160,1,Plain Croisant
5160,1,Cappucino Iced
5161,1,Cold Brew
5161,1,Latte Iced
5163,1,Cappucino Iced
5163,1,Plain Croisant
5165,1,Almond Croisant
5165,1,Plain Croisant
5165,1,Matcha tiramisu
5166,1,Americano Iced
5166,1,Americano Iced
5166,1,Pain Au Chocolat
5166,1,Tiramisu
5172,1,Cappucino Hot
5173,1,Cappucino Iced
5174,1,Tiramisu
5182,1,Latte Iced
5183,1,Latte Iced
5183,1,Tiramisu
5185,1,Flat White Hot
5185,1,Flat White Iced
5186,1,Flat White Iced
5187,1,Latte Iced
5188,1,V60
5189,1,V60
5189,2,Americano Iced
5189,1,Latte Iced
5190,1,Cookies
5191,1,Latte Iced
5192,1,Coffee choux
5197,1,V60
5198,1,Cappucino Iced
5198,1,Cappucino Hot
5201,1,Latte Iced
5205,2,Latte Iced
5207,3,Latte Iced
5211,1,Latte Iced
5212,1,Latte Hot
5212,1,Latte Hot
5212,1,Americano Iced
5213,1,Almond Croisant
5214,1,Magic Latte
5214,1,Americano Iced
5215,1,V60
5216,1,Cappucino Hot
5216,1,Matcha cake
5216,1,Pain Au Chocolat
5217,2,Latte Iced
5217,1,Cappucino Iced
5218,1,Americano Hot
5218,1,Cookies
5219,1,Latte Iced
5220,2,Cappucino Hot
5220,1,Cappucino Iced
5220,1,Plain Croisant
5220,1,Cappucino Iced
5220,1,Americano Iced
5221,1,Latte Iced
5221,1,Plain Croisant
5223,1,V60
5225,2,V60
5225,1,V60
5226,1,Americano Iced
5226,1,Mochaccino Iced
5226,1,Almond Croisant
5227,1,V60
5228,1,Flat White Hot
5231,1,Almond Croisant
5232,1,V60
5232,1,Latte Iced
5233,1,Latte Hot
5233,1,Matcha tiramisu
5234,1,Matcha cake
5235,1,Cappucino Iced
5237,1,Mochaccino Iced
5238,1,Matcha cake
5238,1,Coffee choux
5238,1,Latte Hot
5238,1,Plain Croisant
5240,1,Cookies
5242,1,Latte Iced
5242,1,Almond Croisant
5244,1,Latte Iced
5246,1,Latte Iced
5246,1,Matcha tiramisu
5249,1,Americano Iced
5250,1,Latte Iced
5251,1,Americano Hot
5251,1,Latte Iced
5254,1,Cappucino Iced
5255,1,Latte Iced
5256,1,Cappucino Hot
5257,1,Pain Au Chocolat
5257,1,V60
5258,1,Longblack Iced
5259,1,Latte Iced
5260,1,Latte Iced
5260,1,Flat White Iced
5261,1,Latte Iced
5261,1,Coffee choux
5262,1,Latte Iced
5263,1,Cappucino Iced
5263,1,Latte Iced
5263,1,Latte Iced
5263,1,Cappucino Hot
5264,1,V60
5266,1,Americano Hot
5267,1,Latte Iced
5267,1,Cappucino Hot
5267,1,Almond Croisant
5267,1,Plain Croisant
5268,1,Latte Iced
5269,1,Americano Iced
5270,1,Tiramisu cake
5272,1,Almond Croisant
5272,1,Pain Au Chocolat
5274,1,Americano Hot
5274,1,Latte Hot
5274,1,Kuign-amann
5274,1,Flat White Hot
5275,2,Cappucino Hot
5275,1,Latte Iced
5275,1,Plain Croisant
5275,1,Coffee choux
5276,1,Almond Croisant
5276,1,Pain Au Chocolat
5276,1,V60
5276,1,V60
5277,2,Almond Croisant
5277,2,Pain Au Chocolat
5279,3,Latte Hot
5281,1,Plain Croisant
5281,2,Pain Au Chocolat
5281,1,Coffee choux
5281,2,Americano Hot
5281,1,Americano Hot
5282,1,Americano Hot
5283,1,Latte Hot
5283,1,Latte Iced
5284,1,Latte Iced
5284,1,Cappucino Hot
5285,1,Cappucino Hot
5286,1,Cappucino Hot
5286,1,Americano Hot
5286,1,Plain Croisant
5286,1,Pain Au Chocolat
5288,1,Cappucino Iced
5288,1,Decaf Coffee
5288,1,EspressoHot
5290,1,Cappucino Hot
5291,2,Cappucino Hot
5292,1,Latte Hot
5292,4,Cookies
5292,1,Latte Hot
5293,1,Americano Hot
5293,1,Americano Hot
5293,1,Cookies
5294,1,Longblack Hot
5294,1,Almond Croisant
5296,1,Latte Hot
5296,1,Latte Hot
5296,1,Latte Hot
5297,1,V60
5297,1,Matcha tiramisu
5298,1,Latte Iced
5298,1,Latte Iced
5298,1,Cappucino Hot
5298,1,Flat White Hot
5298,1,Pain Au Chocolat
5298,1,Tiramisu
5299,1,Almond Croisant
5302,1,V60
5302,1,Americano Iced
5303,1,Latte Iced
5303,1,Cappucino Hot
5304,1,Latte Hot
5305,1,V60
5309,1,Flat White Hot
5313,1,Cappucino Hot
5315,2,Latte Hot
5315,1,Cappucino Hot
5317,1,Latte Iced
5317,1,V60
5318,1,Latte Hot
5318,1,Plain Croisant
5319,1,V60
5320,1,Cappucino Hot
5322,1,Americano Hot
5323,1,Cappucino Hot
5324,1,EspressoHot
5324,1,Coffee choux
5324,1,Coffee choux
5324,1,V60
5324,2,Coffee choux
5326,1,V60
5327,1,Cappucino Hot
5327,1,Kuign-amann
5328,1,Flat White Hot
5328,1,Latte Iced
5328,1,Pain Au Chocolat
5329,1,Latte Iced
5329,1,Latte Iced
5330,1,V60
5330,1,V60
5330,1,Latte Iced
5330,1,Latte Hot
5331,1,EspressoHot
5331,1,Longblack Hot
5331,1,Almond Croisant
5331,1,Plain Croisant
5332,1,Pain Au Chocolat
5334,1,Americano Iced
5334,2,Americano Iced
5338,1,Cappucino Iced
5338,1,Mochaccino Iced
5340,1,Latte Iced
5348,1,Flat White Iced
5349,1,Almond Croisant
5351,1,Flat White Hot
5351,1,Latte Iced
5351,2,Pain Au Chocolat
5351,1,Plain Croisant
5352,1,Tiramisu
5355,2,Cappucino Hot
5355,1,Americano Iced
5356,1,Pain Au Suisse
5356,1,Almond Croisant
5356,1,Coffee Croissant
5356,1,Pain Au Chocolat
5356,1,Americano Hot
5356,1,Latte Iced
5357,1,Almond Croisant
5358,2,V60
5359,1,Flat White Iced
5359,1,V60
5362,1,Cappucino Iced
5364,1,Almond Croisant
5366,1,Latte Iced
5366,1,V60
5367,1,Latte Iced
5367,1,Matcha tiramisu
5367,1,Carrot cake
5368,1,Matcha tiramisu
5369,1,Latte Iced
5369,1,Americano Iced
5370,1,Latte Iced
5370,1,Flat White Iced
5373,1,EspressoHot
5375,1,Longblack Iced
5377,1,Cappucino Hot
5382,1,Cappucino Hot
5382,1,Latte Iced
5382,1,V60
5385,1,Americano Iced
5385,1,Almond Croisant
5385,1,Pain Au Chocolat
5388,1,Longblack Hot
5389,1,Cappucino Hot
5389,1,Cappucino Hot
5391,1,Almond Croisant
5391,1,Americano Iced
5391,1,Americano Hot
5391,1,Plain Croisant
5393,1,Americano Iced
5393,1,Cappucino Iced
5393,1,Almond Croisant
5396,1,Longblack Iced
5396,1,Americano Iced
5396,1,V60
5396,1,V60
5397,1,Latte Iced
5397,1,Pain Au Suisse
5398,1,Latte Iced
5398,1,Decaf Coffee
5398,1,Tiramisu
5399,1,Latte Iced
5400,1,Latte Hot
5401,1,Tiramisu
5402,1,Latte Iced
5404,1,Longblack Iced
5406,1,Flat White Iced
5406,1,Cappucino Hot
5406,1,Almond Croisant
5406,1,Matcha tiramisu
5408,1,Tiramisu
5408,1,V60
5409,1,Carrot cake
5410,1,Latte Iced
5410,1,Latte Iced
5410,1,Carrot cake
5410,1,Latte Iced
5411,1,Brownies
5412,1,Cappucino Hot
5412,1,V60
5414,1,Latte Iced
5416,1,Latte Iced
5416,1,Latte Iced
5416,1,Latte Iced
5416,1,Latte Iced
5417,1,Americano Iced
5418,1,V60
5419,1,Americano Iced
5419,1,Cappucino Iced
5419,1,Flat White Hot
5419,1,Cappucino Iced
5419,1,V60
5420,1,Pain Au Chocolat
5420,1,Cappucino Hot
5422,1,Pain Au Suisse
5422,2,Latte Hot
5423,1,Cappucino Hot
5423,1,Cappucino Iced
5423,1,Brownies
5424,1,Latte Iced
5425,1,Latte Iced
5426,1,Latte Hot
5426,1,Coffee Croissant
5427,1,Latte Hot
5427,1,Carrot cake
5427,1,Almond Croisant
5428,1,Almond Croisant
5431,1,Matcha tiramisu
5432,2,Latte Iced
5432,2,V60
5435,1,Longblack Iced
5435,1,Cappucino Iced
5435,1,Carrot cake
5436,1,Latte Iced
5436,1,Almond Croisant
5436,1,Plain Croisant
5437,1,Americano Iced
5437,1,Carrot cake
5438,1,Latte Iced
5439,1,V60
5440,1,Latte Iced
5441,1,Latte Iced
5442,1,Latte Iced
5442,1,Cappucino Iced
5442,1,Cappucino Iced
5442,1,Latte Iced
5442,1,Coffee Croissant
5442,1,Matcha tiramisu
5442,1,Latte Iced
5444,1,Plain Croisant
5444,1,Pain Au Chocolat
5445,1,LatteIce
5445,1,Pain Au Suisse
5446,1,Almond Croisant
5449,1,Latte Iced
5449,1,Decaf Coffee
5450,1,Coffee Croissant
5450,1,Latte Iced
5451,2,Cappucino Hot
5452,1,Cappucino Iced
5452,1,Cappucino Iced
5452,1,Cappucino Iced
5452,1,Cappucino Hot
5454,1,Flat White Iced
5455,1,Latte Iced
5455,1,Latte Hot
5455,1,Pain Au Suisse
5455,1,Latte Iced
5457,1,V60
5457,1,V60
5458,1,V60
5459,1,Flat White Iced
5459,1,Latte Iced
5459,2,Plain Croisant
5461,1,Latte Iced
5462,1,Longblack Hot
5463,1,Cappucino Hot
5463,1,V60
5468,1,Almond Croisant
5468,2,Americano Hot
5468,1,Longblack Hot
5468,1,Cappucino Hot
5469,1,Cappucino Hot
5469,1,Plain Croisant
5472,1,Latte Iced
5473,1,Latte Iced
5473,1,Coffee Croissant
5474,1,V60
5475,1,Latte Iced
5477,1,Cappucino Hot
5478,1,Cappucino Hot
5478,1,Cappucino Iced
5478,1,Kuign-amann
5478,1,Pain Au Chocolat
5479,1,Latte Hot
5479,1,Cappucino Hot
5479,1,Latte Hot
5479,1,Cappucino Iced
5482,1,Latte Hot
5483,1,Latte Hot
5485,1,Flat White Hot
5485,1,Flat White Hot
5486,1,Latte Iced
5486,1,PiccoloHot
5486,1,Latte Hot
5488,1,Magic Latte
5490,1,Flat White Hot
5490,1,Flat White Hot
5491,1,Cappucino Hot
5493,1,Coffee Croissant
5493,1,V60
5493,1,V60
5495,1,Latte Hot
5496,1,Latte Hot
5496,1,Coffee Croissant
5496,1,Longblack Iced
5496,1,Kuign-amann
5497,1,Tiramisu
5497,1,Coffee Croissant
5498,1,Latte Iced
5498,1,EspressoHot
5498,1,Cappucino Hot
5508,1,Americano Hot
5509,1,Cappucino Iced
5511,1,Latte Hot
5512,1,Almond Croisant
5512,1,Tiramisu
5514,1,Cappucino Hot
5515,1,EspressoIced
5515,1,V60
5515,1,Americano Iced
5516,2,Latte Iced
5516,1,Latte Iced
5516,1,Latte Iced
5516,1,Cappucino Hot
5517,1,Longblack Iced
5517,1,Decaf Coffee
5520,1,V60
5521,1,Latte Iced
5521,1,Cappucino Iced
5521,1,Almond Croisant
5521,1,Pain Au Chocolat
5526,1,Latte Iced
5527,1,Latte Iced
5527,1,Cappucino Iced
5529,1,V60
5529,1,V60
5530,1,Longblack Iced
5530,1,Latte Iced
5531,1,Tiramisu
5532,1,Cappucino Iced
5532,1,Latte Iced
5532,1,Mochaccino Hot
5532,1,Coffee Croissant
5532,2,Cappucino Iced
5533,2,Latte Iced
5535,1,Americano Iced
5537,1,V60
5537,1,V60
5538,1,Cappucino Iced
5538,1,Latte Hot
5538,1,Plain Croisant
5538,1,Coffee Croissant
5541,1,Latte Hot
5541,1,Cappucino Hot
5543,1,Latte Iced
5543,1,Almond Croisant
5544,1,Cappucino Iced
5545,1,Mochaccino Iced
5545,1,Almond Croisant
5545,1,Almond Croisant
5547,1,Latte Iced
5548,2,Latte Iced
5548,1,V60
5550,1,PiccoloHot
5550,1,Cappucino Hot
5551,1,Cappucino Iced
5552,1,Latte Hot
5553,1,Pain Au Suisse
5554,1,Latte Iced
5554,1,Decaf Coffee
5555,1,Cappucino Hot
5555,1,Latte Iced
5555,2,Cappucino Hot
5556,1,Cappucino Iced
5557,1,Americano Iced
5558,1,Cappucino Hot
5559,1,Mochaccino Hot
5559,1,Americano Hot
5560,1,Latte Iced
5561,1,Pain Au Chocolat
5561,1,Almond Croisant
5562,1,Carrot cake
5562,1,Cappucino Iced
5564,1,Cappucino Hot
5568,1,Cappucino Iced
5569,1,Latte Hot
5569,1,V60
5569,1,Carrot cake
5569,1,Cappucino Hot
5570,1,Tiramisu
5570,1,Cappucino Iced
5571,1,V60
5572,1,Americano Iced
5572,1,Tiramisu
5573,1,Cappucino Hot
5576,1,Almond Croisant
5577,1,Tiramisu
5577,1,Latte Iced
5577,1,Latte Iced
5577,1,Carrot cake
5578,1,Americano Iced
5580,6,Plain Croisant
5583,1,Plain Croisant
5583,1,Plain Croisant
5583,1,Pain Au Suisse
5584,1,Carrot cake
5586,2,Cappucino Hot
5586,1,Carrot cake
5587,1,Longblack Hot
5589,1,Latte Iced
5589,1,Pain Au Chocolat
5589,1,Plain Croisant
5590,1,V60
5590,1,Latte Hot
5590,1,Plain Croisant
5591,1,Latte Hot
5591,1,Latte Iced
5592,1,Flat White Hot
5592,1,Latte Iced
5592,1,Cappucino Hot
5592,1,Magic Latte
5592,1,Carrot cake
5593,1,Cappucino Hot
5593,1,Matcha cake
5595,1,Latte Iced
5598,1,Latte Iced
5599,1,Latte Hot
5599,1,Latte Hot
5602,1,Americano Iced
5602,1,V60
5604,2,Latte Iced
5604,1,Plain Croisant
5605,1,Pain Au Chocolat
5605,1,Latte Hot
5605,1,Americano Hot
5605,1,Latte Iced
5606,1,Latte Iced
5606,1,Latte Iced
5607,1,Cold Brew
5609,1,Americano Iced
5611,1,Latte Hot
5611,1,Latte Iced
5612,1,Americano Iced
5612,1,Coffee Croissant
5613,1,Flat White Hot
5613,1,Flat White Hot
5613,1,Americano Hot
5615,2,Americano Hot
5615,1,Almond Croisant
5616,1,Latte Hot
5616,1,Cappucino Iced
5617,2,Latte Hot
5617,1,Latte Hot
5617,1,Latte Iced
5617,1,Carrot cake
5617,1,Matcha tiramisu
5619,1,Americano Hot
5619,1,Magic Latte
5619,1,Americano Hot
5620,1,Americano Hot
5620,1,Cappucino Hot
5621,1,Almond Croisant
5621,2,Americano Iced
5621,1,Almond Croisant
5622,1,Longblack Iced
5624,1,Americano Iced
5624,1,Americano Iced
5625,1,Cappucino Hot
5625,1,Americano Hot
5629,1,Cappucino Iced
5631,1,Latte Iced
5632,2,Americano Iced
5634,1,PiccoloHot
5634,1,Pistachio Croissant
5634,1,Coffee Croissant
5634,1,Longblack Iced
5637,1,Cappucino Hot
5637,1,Americano Iced
5640,1,Cappucino Iced
5641,1,Moca nougat
5641,1,Carrot cake
5642,1,Flat White Hot
5642,1,V60
5642,1,V60
5643,1,Mochaccino Iced
5644,1,Matcha tiramisu
5645,1,Latte Iced
5645,1,Cappucino Iced
5646,1,Cappucino Iced
5647,1,Latte Hot
5649,1,V60
5649,1,Latte Iced
5650,1,Latte Iced
5653,1,Cappucino Iced
5655,1,Americano Iced
5655,1,Americano Hot
5657,1,Latte Iced
5658,2,Cappucino Iced
5658,2,Latte Iced
5658,1,Cappucino Hot
5658,1,Latte Iced
5660,1,Americano Hot
5660,1,Latte Hot
5662,1,Carrot cake
5662,1,Matcha cake
5662,1,Matcha tiramisu
5662,1,Mochaccino Iced
5662,1,Cappucino Iced
5663,1,Cappucino Hot
5663,1,Americano Hot
5664,1,Mochaccino Hot
5664,1,Latte Hot
5665,1,Latte Iced
5665,1,Latte Iced
5666,1,Americano Hot
5666,1,Cappucino Hot
5666,3,Pain Au Chocolat
5666,1,Kuign-amann
5666,1,Matcha tiramisu
5666,1,Carrot cake
5666,2,Pain Au Chocolat
5668,1,Americano Hot
5668,1,Latte Iced
5670,1,V60
5670,1,Cold Brew
5670,1,Pistachio Croissant
5671,1,Flat White Iced
5672,1,Matcha tiramisu
5672,1,Cappucino Hot
5672,1,Latte Hot
5673,1,V60
5673,1,Americano Iced
5674,1,Latte Hot
5675,1,Latte Hot
5675,1,Americano Iced
5675,1,Latte Iced
5676,1,V60
5676,1,V60
5677,1,Cappucino Iced
5678,1,Latte Hot
5678,1,Decaf Coffee
5678,1,Longblack Iced
5678,1,Latte Hot
5678,1,Decaf Coffee
5678,1,Mochaccino Hot
5680,1,Matcha tiramisu
5680,1,Pistachio Croissant
5681,1,Latte Iced
5682,1,Latte Iced
5682,1,Americano Iced
5682,1,Pistachio Croissant
5682,1,Latte Iced
5684,1,Latte Iced
5684,1,Latte Iced
5686,1,Cappucino Hot
5686,1,Mochaccino Iced
5687,1,V60
5688,2,Matcha cake
5689,1,Latte Iced
5690,1,V60
5690,1,Cappucino Hot
5690,1,Cappucino Iced
5691,1,Cappucino Iced
5691,1,Cappucino Iced
5695,1,Latte Iced
5696,1,Mochaccino Hot
5696,1,V60
5697,1,Latte Hot
5697,1,Plain Croisant
5697,1,Latte Hot
5701,1,Latte Iced
5701,1,Plain Croisant
5702,1,Pistachio Croissant
5702,1,Matcha tiramisu
5702,1,Cappucino Hot
5702,1,Cappucino Hot
5702,1,Latte Hot
5703,1,Almond Croisant
5703,1,Pistachio Croissant
5704,1,Latte Iced
5704,1,Cappucino Hot
5705,1,Latte Hot
5705,1,V60
5705,1,Latte Hot
5705,1,V60
5706,1,Latte Hot
5708,1,Flat White Hot
5709,1,V60
5711,1,Americano Hot
5711,1,Longblack Hot
5711,1,Brownies
5712,1,V60
5713,1,Latte Iced
5713,1,Cappucino Iced
5713,1,Plain Croisant
5713,1,Tiramisu
5717,3,Latte Iced
5717,1,Almond Croisant
5718,2,Americano Hot
5718,1,Latte Iced
5718,1,Latte Hot
5718,1,Plain Croisant
5719,1,Cappucino Iced
5719,1,Almond Croisant
5720,1,Mochaccino Hot
5720,1,Latte Iced
5723,1,Latte Iced
5723,1,Flat White Hot
5723,1,Pain Au Chocolat
5723,2,Americano Hot
5727,1,V60
5728,1,Latte Iced
5728,1,Longblack Iced
5728,1,Matcha tiramisu
5729,1,Flat White Hot
5729,1,Flat White Hot
5729,1,Latte Iced
5730,1,Cold Brew
5731,1,EspressoHot
5732,1,Carrot cake
5732,1,Matcha tiramisu
5733,1,Decaf Coffee
5733,1,Carrot cake
5735,1,Carrot cake
5736,1,Latte Iced
5739,1,PiccoloHot
5739,1,Pain Au Chocolat
5740,1,Matcha tiramisu
5741,1,Cappucino Iced
5742,1,V60
5742,1,Carrot cake
5744,2,Flat White Hot
5745,1,Matcha tiramisu
5749,1,Latte Iced
5750,2,Americano Iced
5751,1,V60
5751,1,V60
5751,1,Tiramisu
5753,1,Cappucino Hot
5760,1,Latte Iced
5762,1,Latte Iced
5762,1,Cold Brew
5762,1,Carrot cake
5763,1,Latte Hot
5764,1,Tiramisu
5764,1,Latte Iced
5768,1,Carrot cake
5769,1,Cappucino Iced
5770,1,Americano Iced
5770,1,Latte Iced
5770,1,Americano Iced
5770,1,Tiramisu
5770,2,Almond Croisant
5772,1,Latte Iced
5772,1,Flat White Hot
5772,1,Tiramisu
5772,1,Matcha tiramisu
5773,1,Latte Iced
5775,1,PiccoloHot
5776,1,Cold Brew
5777,1,Latte Iced
5778,1,Matcha tiramisu
5779,1,Latte Iced
5781,1,Latte Iced
5781,1,Tiramisu
5781,1,Latte Hot
5782,1,Almond Croisant
5783,1,Latte Iced
5784,1,V60
5784,1,Matcha cake
5785,1,LatteIce
5785,1,Flat White Hot
5785,1,EspressoHot
5785,1,EspressoHot
5788,1,Latte Iced
5788,1,Decaf Coffee
5788,1,Latte Iced
5790,2,Latte Iced
5791,1,Latte Iced
5791,1,Latte Iced
5792,1,Cappucino Hot
5793,1,Tiramisu
5793,1,Flat White Iced
5794,1,Cappucino Hot
5794,1,Mochaccino Hot
5794,1,Pistachio Croissant
5796,1,LatteIce
5796,1,V60
5798,1,Cappucino Iced
5801,2,Latte Iced
5801,1,Tiramisu
5802,1,PiccoloHot
5804,1,Flat White Hot
5804,1,Almond Croisant
5806,1,Latte Iced
5806,1,Matcha tiramisu
5806,1,Almond Croisant
